CustomerID,Recency,Frequency,Monetary,Country,Customer_Region,R_Score,F_Score,M_Score,RFM_Score,Segment
12875,142,2,343.2300000000001,United Kingdom,Domestic,2,2,2,222,Others
12877,3,12,1535.77,United Kingdom,Domestic,5,5,4,554,Champions
12878,235,2,854.99,United Kingdom,Domestic,1,2,3,123,Others
12879,44,3,573.22,United Kingdom,Domestic,3,3,3,333,Others
12881,275,1,298.0,United Kingdom,Domestic,1,1,2,112,Lost
12882,8,2,1463.04,United Kingdom,Domestic,5,2,4,524,Recent Customers
12883,24,4,703.47,United Kingdom,Domestic,4,4,3,443,Loyal Customers
12884,87,1,309.05,United Kingdom,Domestic,2,1,2,212,Others
12885,62,3,1175.22,United Kingdom,Domestic,3,3,4,334,Others
12886,67,2,1378.4,United Kingdom,Domestic,3,2,4,324,Recent Customers
12888,213,2,354.12,United Kingdom,Domestic,1,2,2,122,Others
12890,23,1,376.71999999999997,United Kingdom,Domestic,4,1,2,412,Potential Loyalists
12891,185,3,331.0,United Kingdom,Domestic,1,3,2,132,Others
12893,30,1,176.55,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
12895,41,2,372.8,United Kingdom,Domestic,3,2,2,322,Recent Customers
12897,204,2,216.5,United Kingdom,Domestic,1,2,1,121,Others
12901,8,28,17654.54,United Kingdom,Domestic,5,5,5,555,Champions
12902,264,1,138.68,United Kingdom,Domestic,1,1,1,111,Lost
12904,17,2,496.06,United Kingdom,Domestic,4,2,3,423,Recent Customers
12906,11,5,2919.81,United Kingdom,Domestic,5,4,5,545,Champions
12908,175,2,750.0,United Kingdom,Domestic,2,2,3,223,Others
12909,39,5,2178.67,United Kingdom,Domestic,3,4,5,345,Others
12910,22,8,3075.04,United Kingdom,Domestic,4,5,5,455,Champions
12912,2,5,1662.3,United Kingdom,Domestic,5,4,4,544,Champions
12913,4,5,2483.63,United Kingdom,Domestic,5,4,5,545,Champions
12915,148,2,363.65,United Kingdom,Domestic,2,2,2,222,Others
12916,138,4,2944.95,United Kingdom,Domestic,2,4,5,245,At Risk
12917,127,1,594.0,United Kingdom,Domestic,2,1,3,213,Others
12919,7,6,1335.19,United Kingdom,Domestic,5,4,4,544,Champions
12920,16,1,162.78,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
12921,8,37,16587.09,United Kingdom,Domestic,5,5,5,555,Champions
12922,160,1,405.38,United Kingdom,Domestic,2,1,2,212,Others
12923,63,1,172.82,United Kingdom,Domestic,3,1,1,311,Recent Customers
12924,87,4,933.7,United Kingdom,Domestic,2,4,4,244,At Risk
12925,4,2,694.05,United Kingdom,Domestic,5,2,3,523,Recent Customers
12928,34,5,2062.7000000000003,United Kingdom,Domestic,3,4,5,345,Others
12929,311,1,117.85,United Kingdom,Domestic,1,1,1,111,Lost
12930,77,2,415.8,United Kingdom,Domestic,2,2,2,222,Others
12931,21,15,42055.96,United Kingdom,Domestic,4,5,5,455,Champions
12933,23,3,607.53,United Kingdom,Domestic,4,3,3,433,Loyal Customers
12935,1,7,2160.7,United Kingdom,Domestic,5,5,5,555,Champions
12936,16,4,1063.9,United Kingdom,Domestic,4,4,4,444,Champions
12937,14,4,1504.27,United Kingdom,Domestic,4,4,4,444,Champions
12938,25,1,114.14,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
12939,63,8,11581.8,United Kingdom,Domestic,3,5,5,355,Others
12940,54,2,899.69,United Kingdom,Domestic,3,2,4,324,Recent Customers
12942,130,3,675.6,United Kingdom,Domestic,2,3,3,233,Others
12944,35,2,604.51,United Kingdom,Domestic,3,2,3,323,Recent Customers
12945,287,1,462.95,United Kingdom,Domestic,1,1,2,112,Lost
12947,143,6,1603.99,United Kingdom,Domestic,2,4,4,244,At Risk
12948,15,7,2064.95,United Kingdom,Domestic,4,5,5,455,Champions
12949,30,8,4167.22,United Kingdom,Domestic,4,5,5,455,Champions
12950,1,3,1843.0,United Kingdom,Domestic,5,3,4,534,Loyal Customers
12951,8,6,1064.07,United Kingdom,Domestic,5,5,4,554,Champions
12952,5,4,1387.79,United Kingdom,Domestic,5,4,4,544,Champions
12953,9,1,329.85,United Kingdom,Domestic,5,1,2,512,Potential Loyalists
12955,0,11,4757.16,United Kingdom,Domestic,5,5,5,555,Champions
12956,305,1,108.07,United Kingdom,Domestic,1,1,1,111,Lost
12957,9,8,4017.54,United Kingdom,Domestic,5,5,5,555,Champions
12962,6,2,266.39,United Kingdom,Domestic,5,2,2,522,Potential Loyalists
12963,7,8,1856.63,United Kingdom,Domestic,5,5,4,554,Champions
12965,88,1,769.8100000000001,United Kingdom,Domestic,2,1,3,213,Others
12966,9,1,160.18,United Kingdom,Domestic,5,1,1,511,Potential Loyalists
12967,357,2,1660.9,United Kingdom,Domestic,1,2,4,124,Others
12968,111,1,135.95,United Kingdom,Domestic,2,1,1,211,Others
12970,6,4,405.47,United Kingdom,Domestic,5,4,2,542,Loyal Customers
12971,3,86,11189.91,United Kingdom,Domestic,5,5,5,555,Champions
12974,197,1,144.8,United Kingdom,Domestic,1,1,1,111,Lost
12976,211,1,738.6,United Kingdom,Domestic,1,1,3,113,Lost
12977,155,1,39.239999999999995,United Kingdom,Domestic,2,1,1,211,Others
12980,157,9,7374.900000000001,United Kingdom,Domestic,2,5,5,255,At Risk
12981,29,2,372.21999999999997,United Kingdom,Domestic,4,2,2,422,Potential Loyalists
12982,242,1,390.54,United Kingdom,Domestic,1,1,2,112,Lost
12984,18,1,97.5,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
12985,0,2,1239.38,United Kingdom,Domestic,5,2,4,524,Recent Customers
12987,73,2,558.7,United Kingdom,Domestic,2,2,3,223,Others
12988,291,1,505.82,United Kingdom,Domestic,1,1,3,113,Lost
12989,2,15,6924.110000000001,United Kingdom,Domestic,5,5,5,555,Champions
12990,30,3,409.5,United Kingdom,Domestic,4,3,2,432,Loyal Customers
12991,22,2,503.76,United Kingdom,Domestic,4,2,3,423,Recent Customers
12993,22,4,414.76,United Kingdom,Domestic,4,4,2,442,Loyal Customers
12994,3,3,974.4200000000001,United Kingdom,Domestic,5,3,4,534,Loyal Customers
12995,84,1,211.32,United Kingdom,Domestic,2,1,1,211,Others
12997,21,4,1226.89,United Kingdom,Domestic,4,4,4,444,Champions
12999,195,3,455.88,United Kingdom,Domestic,1,3,2,132,Others
13000,106,3,534.85,United Kingdom,Domestic,2,3,3,233,Others
13001,3,13,9785.970000000001,United Kingdom,Domestic,5,5,5,555,Champions
13002,317,1,120.94999999999999,United Kingdom,Domestic,1,1,1,111,Lost
13003,105,3,149.05,United Kingdom,Domestic,2,3,1,231,Others
13004,11,18,5655.91,United Kingdom,Domestic,5,5,5,555,Champions
13005,173,2,513.7,United Kingdom,Domestic,2,2,3,223,Others
13006,55,1,81.57,United Kingdom,Domestic,3,1,1,311,Recent Customers
13008,322,1,229.46999999999997,United Kingdom,Domestic,1,1,1,111,Lost
13011,371,1,50.550000000000004,United Kingdom,Domestic,1,1,1,111,Lost
13012,8,8,1646.8400000000001,United Kingdom,Domestic,5,5,4,554,Champions
13013,0,13,4810.9400000000005,United Kingdom,Domestic,5,5,5,555,Champions
13014,10,10,3466.2799999999997,United Kingdom,Domestic,5,5,5,555,Champions
13015,52,5,3339.64,United Kingdom,Domestic,3,4,5,345,Others
13016,72,3,789.89,United Kingdom,Domestic,2,3,3,233,Others
13017,6,1,204.0,United Kingdom,Domestic,5,1,1,511,Potential Loyalists
13018,15,28,7277.7,United Kingdom,Domestic,4,5,5,455,Champions
13021,3,9,2616.38,United Kingdom,Domestic,5,5,5,555,Champions
13023,63,2,689.9,United Kingdom,Domestic,3,2,3,323,Recent Customers
13026,0,5,975.36,United Kingdom,Domestic,5,4,4,544,Champions
13027,113,6,6912.0,United Kingdom,Domestic,2,5,5,255,At Risk
13028,22,2,661.3199999999999,United Kingdom,Domestic,4,2,3,423,Recent Customers
13029,30,3,1247.5,United Kingdom,Domestic,4,3,4,434,Loyal Customers
13030,10,2,752.4399999999999,United Kingdom,Domestic,5,2,3,523,Recent Customers
13032,51,2,1010.18,United Kingdom,Domestic,3,2,4,324,Recent Customers
13033,356,1,190.55,United Kingdom,Domestic,1,1,1,111,Lost
13034,54,2,642.77,United Kingdom,Domestic,3,2,3,323,Recent Customers
13035,73,2,921.88,United Kingdom,Domestic,2,2,4,224,Others
13037,137,3,881.07,United Kingdom,Domestic,2,3,3,233,Others
13038,79,3,908.46,United Kingdom,Domestic,2,3,4,234,Others
13040,8,2,676.99,United Kingdom,Domestic,5,2,3,523,Recent Customers
13043,272,1,516.42,United Kingdom,Domestic,1,1,3,113,Lost
13044,290,1,560.47,United Kingdom,Domestic,1,1,3,113,Lost
13045,98,1,305.28000000000003,United Kingdom,Domestic,2,1,2,212,Others
13046,30,2,629.31,United Kingdom,Domestic,4,2,3,423,Recent Customers
13047,31,10,3237.54,United Kingdom,Domestic,4,5,5,455,Champions
13048,13,4,1819.41,United Kingdom,Domestic,4,4,4,444,Champions
13049,63,2,656.6800000000001,United Kingdom,Domestic,3,2,3,323,Recent Customers
13050,14,17,5836.86,United Kingdom,Domestic,4,5,5,455,Champions
13052,211,1,348.15000000000003,United Kingdom,Domestic,1,1,2,112,Lost
13055,77,3,1214.41,United Kingdom,Domestic,2,3,4,234,Others
13058,24,3,271.40000000000003,United Kingdom,Domestic,4,3,2,432,Loyal Customers
13059,249,1,183.4,United Kingdom,Domestic,1,1,1,111,Lost
13060,253,1,307.53,United Kingdom,Domestic,1,1,2,112,Lost
13061,71,1,248.61,United Kingdom,Domestic,2,1,2,212,Others
13062,190,1,346.98,United Kingdom,Domestic,1,1,2,112,Lost
13064,12,4,1105.59,United Kingdom,Domestic,5,4,4,544,Champions
13065,372,1,205.86,United Kingdom,Domestic,1,1,1,111,Lost
13066,23,2,470.8,United Kingdom,Domestic,4,2,3,423,Recent Customers
13067,81,1,115.46000000000001,United Kingdom,Domestic,2,1,1,211,Others
13068,9,2,344.0,United Kingdom,Domestic,5,2,2,522,Potential Loyalists
13069,0,24,4431.44,United Kingdom,Domestic,5,5,5,555,Champions
13070,191,1,228.8,United Kingdom,Domestic,1,1,1,111,Lost
13072,266,1,177.15,United Kingdom,Domestic,1,1,1,111,Lost
13075,129,1,919.61,United Kingdom,Domestic,2,1,4,214,Others
13077,0,4,728.02,United Kingdom,Domestic,5,4,3,543,Loyal Customers
13078,2,26,12627.94,United Kingdom,Domestic,5,5,5,555,Champions
13079,3,5,220.10000000000002,United Kingdom,Domestic,5,4,1,541,Loyal Customers
13080,178,1,58.08,United Kingdom,Domestic,1,1,1,111,Lost
13081,11,11,28337.38,United Kingdom,Domestic,5,5,5,555,Champions
13082,125,9,3613.63,United Kingdom,Domestic,2,5,5,255,At Risk
13083,3,2,303.75,United Kingdom,Domestic,5,2,2,522,Potential Loyalists
13085,157,2,416.08000000000004,United Kingdom,Domestic,2,2,2,222,Others
13089,2,97,58762.08,United Kingdom,Domestic,5,5,5,555,Champions
13090,8,14,8910.82,United Kingdom,Domestic,5,5,5,555,Champions
13091,27,1,345.82,United Kingdom,Domestic,4,1,2,412,Potential Loyalists
13092,70,5,477.83,United Kingdom,Domestic,3,4,3,343,Others
13093,275,8,7832.47,United Kingdom,Domestic,1,5,5,155,At Risk
13094,20,12,1927.3200000000002,United Kingdom,Domestic,4,5,4,454,Champions
13095,70,1,74.39999999999999,United Kingdom,Domestic,3,1,1,311,Recent Customers
13097,32,10,6003.22,United Kingdom,Domestic,4,5,5,455,Champions
13098,0,28,28882.44,United Kingdom,Domestic,5,5,5,555,Champions
13099,98,1,207.35999999999999,United Kingdom,Domestic,2,1,1,211,Others
13101,233,1,101.19,United Kingdom,Domestic,1,1,1,111,Lost
13102,0,24,6424.09,United Kingdom,Domestic,5,5,5,555,Champions
13103,39,1,243.94,United Kingdom,Domestic,3,1,2,312,Recent Customers
13104,2,6,1098.48,United Kingdom,Domestic,5,5,4,554,Champions
13106,132,1,76.5,United Kingdom,Domestic,2,1,1,211,Others
13107,43,4,1531.6200000000001,United Kingdom,Domestic,3,4,4,344,Others
13108,372,1,350.06,United Kingdom,Domestic,1,1,2,112,Lost
13109,59,2,786.54,United Kingdom,Domestic,3,2,3,323,Recent Customers
13110,30,7,1488.67,United Kingdom,Domestic,4,5,4,454,Champions
13113,0,24,12245.960000000001,United Kingdom,Domestic,5,5,5,555,Champions
13115,11,4,2294.78,United Kingdom,Domestic,5,4,5,545,Champions
13116,137,1,501.14,United Kingdom,Domestic,2,1,3,213,Others
13117,21,8,984.91,United Kingdom,Domestic,4,5,4,454,Champions
13118,19,5,1197.81,United Kingdom,Domestic,4,4,4,444,Champions
13120,238,1,30.599999999999998,United Kingdom,Domestic,1,1,1,111,Lost
13121,268,1,283.73,United Kingdom,Domestic,1,1,2,112,Lost
13122,93,2,922.39,United Kingdom,Domestic,2,2,4,224,Others
13124,89,3,3756.33,United Kingdom,Domestic,2,3,5,235,Others
13126,4,8,2099.64,United Kingdom,Domestic,5,5,5,555,Champions
13127,77,1,259.17,United Kingdom,Domestic,2,1,2,212,Others
13130,93,1,64.0,United Kingdom,Domestic,2,1,1,211,Others
13131,22,3,1073.3,United Kingdom,Domestic,4,3,4,434,Loyal Customers
13132,261,1,77.3,United Kingdom,Domestic,1,1,1,111,Lost
13133,273,2,109.8,United Kingdom,Domestic,1,2,1,121,Others
13134,85,4,1793.58,United Kingdom,Domestic,2,4,4,244,At Risk
13135,196,1,3096.0,United Kingdom,Domestic,1,1,5,115,Lost
13136,55,5,2607.61,United Kingdom,Domestic,3,4,5,345,Others
13137,10,8,3603.29,United Kingdom,Domestic,5,5,5,555,Champions
13138,21,6,962.39,United Kingdom,Domestic,4,5,4,454,Champions
13139,15,7,5064.94,United Kingdom,Domestic,4,5,5,455,Champions
13140,107,3,422.47,United Kingdom,Domestic,2,3,2,232,Others
13141,84,5,2388.75,United Kingdom,Domestic,2,4,5,245,At Risk
13142,18,1,307.09,United Kingdom,Domestic,4,1,2,412,Potential Loyalists
13144,332,1,110.95,United Kingdom,Domestic,1,1,1,111,Lost
13145,39,4,618.52,United Kingdom,Domestic,3,4,3,343,Others
13146,25,1,228.91,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
13147,9,4,712.8000000000001,United Kingdom,Domestic,5,4,3,543,Loyal Customers
13148,28,12,3683.26,United Kingdom,Domestic,4,5,5,455,Champions
13149,13,4,1676.06,United Kingdom,Domestic,4,4,4,444,Champions
13151,295,1,1257.8700000000001,United Kingdom,Domestic,1,1,4,114,Lost
13153,5,1,486.22,United Kingdom,Domestic,5,1,3,513,Recent Customers
13155,32,4,971.76,United Kingdom,Domestic,4,4,4,444,Champions
13157,48,4,1741.22,United Kingdom,Domestic,3,4,4,344,Others
13158,94,4,1201.06,United Kingdom,Domestic,2,4,4,244,At Risk
13159,8,4,1429.35,United Kingdom,Domestic,5,4,4,544,Champions
13160,21,1,91.8,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
13161,312,1,112.75,United Kingdom,Domestic,1,1,1,111,Lost
13162,121,4,1688.29,United Kingdom,Domestic,2,4,4,244,At Risk
13165,45,2,1021.48,United Kingdom,Domestic,3,2,4,324,Recent Customers
13166,282,1,417.2,United Kingdom,Domestic,1,1,2,112,Lost
13167,18,4,791.33,United Kingdom,Domestic,4,4,3,443,Loyal Customers
13168,35,4,1299.59,United Kingdom,Domestic,3,4,4,344,Others
13169,63,2,712.88,United Kingdom,Domestic,3,2,3,323,Recent Customers
13170,26,1,108.81,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
13171,21,3,468.41,United Kingdom,Domestic,4,3,3,433,Loyal Customers
13173,3,2,353.65,United Kingdom,Domestic,5,2,2,522,Potential Loyalists
13174,15,3,2742.82,United Kingdom,Domestic,4,3,5,435,Loyal Customers
13176,45,1,481.49,United Kingdom,Domestic,3,1,3,313,Recent Customers
13177,64,1,282.45,United Kingdom,Domestic,3,1,2,312,Recent Customers
13178,25,11,5725.47,United Kingdom,Domestic,4,5,5,455,Champions
13182,44,1,121.18,United Kingdom,Domestic,3,1,1,311,Recent Customers
13183,7,9,3957.78,United Kingdom,Domestic,5,5,5,555,Champions
13184,14,10,1668.95,United Kingdom,Domestic,4,5,4,454,Champions
13185,267,1,71.4,United Kingdom,Domestic,1,1,1,111,Lost
13186,39,3,1575.89,United Kingdom,Domestic,3,3,4,334,Others
13187,336,1,236.02,United Kingdom,Domestic,1,1,1,111,Lost
13188,10,1,114.60000000000001,United Kingdom,Domestic,5,1,1,511,Potential Loyalists
13189,18,2,260.68,United Kingdom,Domestic,4,2,2,422,Potential Loyalists
13192,94,2,911.94,United Kingdom,Domestic,2,2,4,224,Others
13193,60,1,112.08,United Kingdom,Domestic,3,1,1,311,Recent Customers
13194,135,1,60.7,United Kingdom,Domestic,2,1,1,211,Others
13196,10,4,1797.78,United Kingdom,Domestic,5,4,4,544,Champions
13198,9,6,3401.2400000000002,United Kingdom,Domestic,5,5,5,555,Champions
13199,3,38,9817.12,United Kingdom,Domestic,5,5,5,555,Champions
13200,18,4,870.09,United Kingdom,Domestic,4,4,3,443,Loyal Customers
13203,9,4,869.46,United Kingdom,Domestic,5,4,3,543,Loyal Customers
13207,14,2,250.26000000000002,United Kingdom,Domestic,4,2,2,422,Potential Loyalists
13208,58,6,1217.65,United Kingdom,Domestic,3,5,4,354,Others
13209,29,8,5891.61,United Kingdom,Domestic,4,5,5,455,Champions
13210,93,1,353.48,United Kingdom,Domestic,2,1,2,212,Others
13211,9,3,1095.42,United Kingdom,Domestic,5,3,4,534,Loyal Customers
13212,19,3,786.83,United Kingdom,Domestic,4,3,3,433,Loyal Customers
13213,56,5,1520.58,United Kingdom,Domestic,3,4,4,344,Others
13216,267,1,333.74,United Kingdom,Domestic,1,1,2,112,Lost
13217,121,3,533.98,United Kingdom,Domestic,2,3,3,233,Others
13218,126,1,62.63999999999999,United Kingdom,Domestic,2,1,1,211,Others
13220,77,4,819.2900000000001,United Kingdom,Domestic,2,4,3,243,At Risk
13221,239,2,847.41,United Kingdom,Domestic,1,2,3,123,Others
13223,199,2,163.20000000000002,United Kingdom,Domestic,1,2,1,121,Others
13224,59,2,2155.95,United Kingdom,Domestic,3,2,5,325,Recent Customers
13225,2,7,6463.84,United Kingdom,Domestic,5,5,5,555,Champions
13226,272,1,108.21000000000001,United Kingdom,Domestic,1,1,1,111,Lost
13227,201,1,257.7,United Kingdom,Domestic,1,1,2,112,Lost
13228,80,1,358.0,United Kingdom,Domestic,2,1,2,212,Others
13229,225,1,160.95,United Kingdom,Domestic,1,1,1,111,Lost
13230,3,14,2755.63,United Kingdom,Domestic,5,5,5,555,Champions
13232,12,7,1328.35,United Kingdom,Domestic,5,5,4,554,Champions
13233,73,2,605.12,United Kingdom,Domestic,2,2,3,223,Others
13235,211,1,1031.07,United Kingdom,Domestic,1,1,4,114,Lost
13236,24,2,744.85,United Kingdom,Domestic,4,2,3,423,Recent Customers
13238,16,4,700.73,United Kingdom,Domestic,4,4,3,443,Loyal Customers
13239,261,1,329.56,United Kingdom,Domestic,1,1,2,112,Lost
13240,95,4,663.65,United Kingdom,Domestic,2,4,3,243,At Risk
13242,111,3,270.40000000000003,United Kingdom,Domestic,2,3,2,232,Others
13243,202,1,585.12,United Kingdom,Domestic,1,1,3,113,Lost
13244,92,1,121.74000000000001,United Kingdom,Domestic,2,1,1,211,Others
13245,50,1,430.5,United Kingdom,Domestic,3,1,2,312,Recent Customers
13246,17,6,1961.52,United Kingdom,Domestic,4,5,5,455,Champions
13247,17,4,501.12,United Kingdom,Domestic,4,4,3,443,Loyal Customers
13248,124,2,465.68,United Kingdom,Domestic,2,2,3,223,Others
13249,91,3,711.41,United Kingdom,Domestic,2,3,3,233,Others
13253,156,2,1030.4,United Kingdom,Domestic,2,2,4,224,Others
13255,8,2,399.51,United Kingdom,Domestic,5,2,2,522,Potential Loyalists
13258,11,3,672.83,United Kingdom,Domestic,5,3,3,533,Loyal Customers
13259,61,1,283.18,United Kingdom,Domestic,3,1,2,312,Recent Customers
13260,60,1,557.62,United Kingdom,Domestic,3,1,3,313,Recent Customers
13261,268,2,944.1,United Kingdom,Domestic,1,2,4,124,Others
13262,262,1,200.29,United Kingdom,Domestic,1,1,1,111,Lost
13263,0,35,7436.93,United Kingdom,Domestic,5,5,5,555,Champions
13265,52,5,2092.66,United Kingdom,Domestic,3,4,5,345,Others
13266,10,12,3834.2599999999998,United Kingdom,Domestic,5,5,5,555,Champions
13267,2,19,4521.49,United Kingdom,Domestic,5,5,5,555,Champions
13268,17,11,3174.75,United Kingdom,Domestic,4,5,5,455,Champions
13269,0,15,5343.28,United Kingdom,Domestic,5,5,5,555,Champions
13270,365,1,590.0,United Kingdom,Domestic,1,1,3,113,Lost
13271,36,1,211.49,United Kingdom,Domestic,3,1,1,311,Recent Customers
13272,30,2,276.56,United Kingdom,Domestic,4,2,2,422,Potential Loyalists
13273,112,1,138.98,United Kingdom,Domestic,2,1,1,211,Others
13276,63,2,590.9300000000001,United Kingdom,Domestic,3,2,3,323,Recent Customers
13277,15,4,258.4,United Kingdom,Domestic,4,4,2,442,Loyal Customers
13278,40,1,542.73,United Kingdom,Domestic,3,1,3,313,Recent Customers
13279,77,1,137.75,United Kingdom,Domestic,2,1,1,211,Others
13280,121,3,798.46,United Kingdom,Domestic,2,3,3,233,Others
13282,17,3,1132.14,United Kingdom,Domestic,4,3,4,434,Loyal Customers
13283,59,2,93.66,United Kingdom,Domestic,3,2,1,321,Recent Customers
13284,330,1,201.19,United Kingdom,Domestic,1,1,1,111,Lost
13285,22,4,2709.12,United Kingdom,Domestic,4,4,5,445,Champions
13291,155,1,361.11,United Kingdom,Domestic,2,1,2,212,Others
13292,38,2,578.9399999999999,United Kingdom,Domestic,3,2,3,323,Recent Customers
13294,189,2,873.74,United Kingdom,Domestic,1,2,3,123,Others
13295,359,1,201.20000000000002,United Kingdom,Domestic,1,1,1,111,Lost
13296,136,1,87.4,United Kingdom,Domestic,2,1,1,211,Others
13297,7,4,2089.85,United Kingdom,Domestic,5,4,5,545,Champions
13298,0,1,360.0,United Kingdom,Domestic,5,1,2,512,Potential Loyalists
13299,267,1,142.5,United Kingdom,Domestic,1,1,1,111,Lost
13300,168,1,371.89,United Kingdom,Domestic,2,1,2,212,Others
13301,103,4,618.09,United Kingdom,Domestic,2,4,3,243,At Risk
13302,154,1,63.75,United Kingdom,Domestic,2,1,1,211,Others
13304,350,1,300.42,United Kingdom,Domestic,1,1,2,112,Lost
13305,3,10,2000.86,United Kingdom,Domestic,5,5,5,555,Champions
13307,119,1,15.0,United Kingdom,Domestic,2,1,1,211,Others
13308,22,3,1385.51,United Kingdom,Domestic,4,3,4,434,Loyal Customers
13309,6,5,1456.79,United Kingdom,Domestic,5,4,4,544,Champions
13310,27,3,1132.03,United Kingdom,Domestic,4,3,4,434,Loyal Customers
13311,3,2,598.57,United Kingdom,Domestic,5,2,3,523,Recent Customers
13313,21,5,1555.32,United Kingdom,Domestic,4,4,4,444,Champions
13314,1,3,775.94,United Kingdom,Domestic,5,3,3,533,Loyal Customers
13316,36,4,5732.93,United Kingdom,Domestic,3,4,5,345,Others
13317,65,6,2273.68,United Kingdom,Domestic,3,5,5,355,Others
13318,0,3,640.76,United Kingdom,Domestic,5,3,3,533,Loyal Customers
13319,4,26,10845.550000000001,United Kingdom,Domestic,5,5,5,555,Champions
13320,77,4,1532.2,United Kingdom,Domestic,2,4,4,244,At Risk
13321,71,2,567.36,United Kingdom,Domestic,2,2,3,223,Others
13322,16,1,199.48000000000002,United Kingdom,Domestic,4,1,1,411,Potential Loyalists
13323,2,5,787.85,United Kingdom,Domestic,5,4,3,543,Loyal Customers
13324,35,10,7121.95,United Kingdom,Domestic,3,5,5,355,Others
13325,81,1,675.3,United Kingdom,Domestic,2,1,3,213,Others
13327,38,8,3627.77,United Kingdom,Domestic,3,5,5,355,Others
13328,315,1,1308.48,United Kingdom,Domestic,1,1,4,114,Lost
13329,31,2,789.0,United Kingdom,Domestic,4,2,3,423,Recent Customers
13330,92,3,1140.93,United Kingdom,Domestic,2,3,4,234,Others
13332,13,1,350.9,United Kingdom,Domestic,4,1,2,412,Potential Loyalists
13334,81,3,3502.32,United Kingdom,Domestic,2,3,5,235,Others
13336,76,1,795.12,United Kingdom,Domestic,2,1,3,213,Others
13338,157,1,487.02,United Kingdom,Domestic,2,1,3,213,Others
13339,200,1,860.12,United Kingdom,Domestic,1,1,3,113,Lost
