CustomerID,Recency,Frequency,Monetary,Country,Customer_Region,Cluster,Segment,PCA1,PCA2
12372,71,3,1298.04,Denmark,International,1,Loyal Customers,0.12720117399055447,0.5292585262492328
12373,310,1,364.6,Austria,International,3,At-Risk,-1.6233371148174058,0.670518554334079
12374,24,1,742.9300000000001,Austria,International,0,Potential Loyalists,-0.38569026681395446,-0.5648174722876783
12375,10,2,457.5,Finland,International,0,Potential Loyalists,0.04533486912727094,-1.0743589298382212
12377,314,2,1628.12,Switzerland,International,1,Loyal Customers,-0.5533967725853745,1.3778111475756174
12378,129,1,4008.62,Switzerland,International,1,Loyal Customers,-0.1772078486617958,1.0279372843651409
12379,81,2,852.24,Belgium,International,1,Loyal Customers,-0.3786097017761104,0.34359221059837314
12380,21,4,2724.81,Belgium,International,1,Loyal Customers,1.1039175126343745,0.1816667735103411
12381,4,5,1845.31,Norway,International,2,VIP / Champions,1.6139658544435986,-0.7698714393864097
12383,184,5,1850.56,Belgium,International,1,Loyal Customers,0.32448669602489116,1.3722587923402039
12384,28,2,585.27,Switzerland,International,0,Potential Loyalists,-0.18477537395102483,-0.4097792447132829
12386,337,2,401.9,Australia,International,3,At-Risk,-1.2403092274129153,0.9093734065803541
12388,15,6,2780.66,Australia,International,2,VIP / Champions,1.5317304819473598,0.12805188370980508
12390,79,1,549.84,Belgium,International,3,At-Risk,-0.9438199600298058,0.015128792759352456
12391,21,1,439.66,Cyprus,International,0,Potential Loyalists,-0.5880230702809713,-0.8318622865122387
12393,71,4,1582.6,Australia,International,1,Loyal Customers,0.4228680636103227,0.6863543038587097
12394,63,2,1272.48,Belgium,International,1,Loyal Customers,-0.10033786074639625,0.3428890110771695
12394,63,2,1272.48,Denmark,International,1,Loyal Customers,-0.10033786074639625,0.3428890110771695
12395,18,12,3018.63,Belgium,International,2,VIP / Champions,2.0691478698558785,0.49506344170991823
12397,35,2,2409.9,Belgium,International,1,Loyal Customers,0.4076387421599514,0.2348153072288683
12398,45,1,1635.66,Switzerland,International,1,Loyal Customers,-0.23022242773452886,0.08469148623191819
12399,118,4,1108.65,Belgium,International,1,Loyal Customers,0.07479911310321878,0.8544003678546729
12401,302,1,84.3,Belgium,International,3,At-Risk,-2.3033343207417785,0.12356530389302302
12402,322,1,225.6,Belgium,International,3,At-Risk,-1.8634363547670345,0.5182721067976506
12403,49,1,427.7,Denmark,International,3,At-Risk,-0.8945383000308541,-0.3551109420660665
12405,148,1,1710.39,Finland,International,3,At-Risk,-0.6292211359752727,0.7978939758230034
12406,21,2,3415.3,Denmark,International,1,Loyal Customers,0.7487778229270485,0.07009517161583637
12407,49,5,1708.12,Belgium,International,1,Loyal Customers,0.754272511003479,0.567248728748719
12408,32,5,2888.55,Belgium,International,1,Loyal Customers,1.1515268242396193,0.5126440525599177
12409,78,3,11072.67,Switzerland,International,1,Loyal Customers,1.1090090216164452,1.3668790141650664
12410,308,2,693.3299999999999,Switzerland,International,3,At-Risk,-0.9504612735368444,1.0549469897745631
12412,74,3,1226.88,Denmark,International,1,Loyal Customers,0.08592525863349833,0.5328898024434878
12413,66,3,758.1,France,International,1,Loyal Customers,-0.10152941661918578,0.2903785958500232
12414,216,3,562.41,Austria,International,3,At-Risk,-0.6628424609022041,0.8783401857178875
12415,23,21,124914.53,Australia,International,2,VIP / Champions,4.22464025219451,2.1928777760500577
12417,2,9,3649.1,Belgium,International,2,VIP / Champions,2.5814717161595477,-0.629825765034907
12417,2,9,3649.1,Spain,International,2,VIP / Champions,2.5814717161595477,-0.629825765034907
12418,112,1,668.58,Switzerland,International,3,At-Risk,-0.9748223443810248,0.2912001823709033
12420,63,1,600.39,Cyprus,International,3,At-Risk,-0.8224661600761823,-0.08511976609537984
12421,15,4,807.04,Spain,International,0,Potential Loyalists,0.641859568149871,-0.4512116468151749
12422,95,3,803.5600000000001,Australia,International,1,Loyal Customers,-0.2025507879046054,0.5248771449733604
12422,95,3,803.5600000000001,Switzerland,International,1,Loyal Customers,-0.2025507879046054,0.5248771449733604
12423,0,8,1859.31,Belgium,International,2,VIP / Champions,2.5596585041593958,-1.5674173977237158
12424,162,2,1760.96,Australia,International,1,Loyal Customers,-0.2807553769418346,1.0157894297219157
12425,77,1,777.2,Portugal,International,3,At-Risk,-0.7711096810069663,0.12630785906380249
12426,194,1,582.73,Germany,International,3,At-Risk,-1.234855148276889,0.5646105853065899
12427,21,3,825.8,Germany,International,0,Potential Loyalists,0.33703849316091733,-0.33876123920874507
12428,25,9,7956.46,Finland,International,2,VIP / Champions,2.178633965574252,0.9352614491340787
12429,8,4,3750.4,Denmark,International,2,VIP / Champions,1.574699786875498,-0.23169054277875575
12429,8,4,3750.4,Austria,International,2,VIP / Champions,1.574699786875498,-0.23169054277875575
12430,42,1,256.4,Norway,International,3,At-Risk,-1.082236385986567,-0.6308399136421642
12431,35,15,6419.95,Australia,International,2,VIP / Champions,2.3858432652243784,1.2283944843588142
12431,35,15,6419.95,Belgium,International,2,VIP / Champions,2.3858432652243784,1.2283944843588142
12432,42,5,5059.32,Norway,International,1,Loyal Customers,1.3222968725817643,0.874226161760059
12433,0,7,13375.87,Norway,International,2,VIP / Champions,3.387495297700653,-0.8916932287310795
12434,84,2,806.14,Australia,International,1,Loyal Customers,-0.4177621070098341,0.34461346282006367
12435,79,2,7829.89,Denmark,International,1,Loyal Customers,0.6801687073326808,1.138524896603307
12436,99,1,509.01,Norway,International,3,At-Risk,-1.0600655013525522,0.1193161191208789
12437,1,18,4951.41,France,International,2,VIP / Champions,3.451540982508799,-0.5150153790497372
12438,13,2,2906.85,Norway,International,1,Loyal Customers,0.8340289809995117,-0.25675933707940146
12441,366,1,173.55,France,International,3,At-Risk,-2.0326968644945915,0.4986890744620299
12442,2,1,172.06,Spain,International,0,Potential Loyalists,-0.31844963948482263,-2.354603203792485
12444,20,5,5005.46,Norway,International,1,Loyal Customers,1.57342523151684,0.44536435051289813
12445,21,1,133.4,Spain,International,0,Potential Loyalists,-1.150443384036136,-1.2655213897512847
12446,57,1,1002.31,South Africa,International,3,At-Risk,-0.5448615385539899,0.043425991286661414
12447,242,1,476.49,Belgium,International,3,At-Risk,-1.4086736670856694,0.62172906986419
12448,43,1,449.45,Spain,International,3,At-Risk,-0.8254005733843736,-0.4128360290943998
12449,21,4,4067.29,Belgium,International,1,Loyal Customers,1.2935883397713281,0.3279141241041283
12450,155,2,197.88,Spain,International,3,At-Risk,-1.2982913773465612,0.19308349239854974
12451,10,5,9035.52,Switzerland,International,2,VIP / Champions,2.0842835492262037,0.2776145235734606
12452,16,2,430.57,Switzerland,International,0,Potential Loyalists,-0.13895124677779136,-0.8383429679504883
12453,133,1,707.09,Austria,International,3,At-Risk,-1.0092692175012261,0.4126919029833033
12454,55,1,3528.34,Spain,International,1,Loyal Customers,0.06342493456252742,0.48197075260445943
12455,72,6,2466.86,Cyprus,International,1,Loyal Customers,0.9324324156002689,0.9843598256842884
12455,72,6,2466.86,Spain,International,1,Loyal Customers,0.9324324156002689,0.9843598256842884
12456,43,3,3181.04,Switzerland,International,1,Loyal Customers,0.7275795894435537,0.564427147593715
12457,65,7,2363.23,Switzerland,International,1,Loyal Customers,1.0689393309964483,0.9596413027379045
12457,65,7,2363.23,Cyprus,International,1,Loyal Customers,1.0689393309964483,0.9596413027379045
12458,70,2,947.4,Switzerland,International,1,Loyal Customers,-0.27703867313396624,0.2967987937146464
12461,93,2,826.88,Switzerland,International,1,Loyal Customers,-0.4417233104332421,0.4135555713737459
12462,18,2,1189.59,Spain,International,0,Potential Loyalists,0.30192155880675936,-0.4017950532499963
12463,52,4,1344.78,Belgium,International,1,Loyal Customers,0.4553168153983135,0.4452617103344886
12464,9,8,1212.05,Belgium,International,2,VIP / Champions,1.534005618516523,-0.35826178649635676
12465,16,2,742.1899999999999,Belgium,International,0,Potential Loyalists,0.11848022572137969,-0.6398481789480837
12468,187,2,729.5400000000001,Germany,International,3,At-Risk,-0.7487526069501438,0.7788762041333721
12471,1,30,19788.65,Germany,International,2,VIP / Champions,4.550497359764819,0.1768412778211819
12472,31,7,6572.11,Germany,International,2,VIP / Champions,1.8120334755310943,0.9038244397823949
12473,28,5,3928.05,Germany,International,1,Loyal Customers,1.3432639880336876,0.5482531092907841
12474,16,18,7324.09,Germany,International,2,VIP / Champions,2.8719100023101296,0.8968875822431617
12475,53,1,723.38,Germany,International,3,At-Risk,-0.6736003952281957,-0.11790751919253803
12476,15,11,6816.42,Germany,International,2,VIP / Champions,2.4438792513478584,0.6601618294900831
12477,22,6,13219.74,Germany,International,2,VIP / Champions,2.140274255706945,0.9124896834489032
12478,3,1,680.99,Greece,International,0,Potential Loyalists,0.228243370965191,-1.6831940215876868
12479,10,1,527.2,Germany,International,0,Potential Loyalists,-0.2544146753684331,-1.1766888729274225
12480,27,4,3281.63,Germany,International,1,Loyal Customers,1.1057464485234842,0.3925470884597445
12481,22,10,5579.82,Germany,International,2,VIP / Champions,2.140643648494868,0.7692030220924351
12483,16,8,2484.98,Sweden,International,2,VIP / Champions,1.6841651015378354,0.21841651229207637
12484,32,6,4527.32,Spain,International,1,Loyal Customers,1.5037495617801409,0.7352630544615338
12488,9,3,1298.66,France,International,0,Potential Loyalists,0.8331178876155277,-0.641098272014798
12489,335,1,334.93,France,International,3,At-Risk,-1.6910638224240107,0.6854548672940858
12490,4,10,5417.93,France,International,2,VIP / Champions,2.672232762056895,-0.14642238824004902
12491,38,1,460.4,France,International,0,Potential Loyalists,-0.7709028022033999,-0.4755908831008896
12492,62,2,263.21000000000004,Germany,International,3,At-Risk,-0.839625640949018,-0.24082410916264135
12493,165,2,433.74,France,International,3,At-Risk,-0.9500969105866104,0.5155287061525937
12494,15,7,1246.1,France,International,1,Loyal Customers,1.2725570027808724,-0.11420187200230449
12497,81,1,1043.1,Germany,International,3,At-Risk,-0.6497729712593925,0.2633039649437142
12498,20,3,403.7000000000001,Germany,International,0,Potential Loyalists,0.01529503072097078,-0.6272510065239438
12500,22,11,4257.82,Germany,International,2,VIP / Champions,2.0913080753188247,0.7035235389078509
12501,336,1,2169.39,Germany,International,3,At-Risk,-0.8084357759313797,1.3685941837196614
12502,95,5,3723.87,Spain,International,1,Loyal Customers,0.8900680854328566,1.2385559204607828
12504,17,2,482.05,Germany,International,0,Potential Loyalists,-0.10600989984756029,-0.7632962297076213
12506,232,1,73.5,France,International,3,At-Risk,-2.2735454457499964,-0.08163848143281761
12507,133,3,1304.81,Spain,International,1,Loyal Customers,-0.09239284396158218,0.8994816880047699
12508,25,2,397.88,France,International,0,Potential Loyalists,-0.32814554447056143,-0.6151750957282819
12509,283,1,176.5,France,International,3,At-Risk,-1.9331060717915365,0.35278461921785964
12510,142,2,982.57,Spain,International,1,Loyal Customers,-0.510085989278384,0.7252592482838949
12512,65,2,132.18,Israel,International,3,At-Risk,-1.1807162363901698,-0.463418340961576
12513,112,1,612.29,France,International,3,At-Risk,-1.0164136015754819,0.25913087965118603
12514,266,1,1017.68,Italy,International,3,At-Risk,-1.0834603539294092,0.9542973800778878
12515,352,1,383.7,Italy,International,3,At-Risk,-1.6445012890266768,0.7642280485832323
12516,77,2,1312.06,Germany,International,1,Loyal Customers,-0.15655966823073417,0.4713674572436524
12517,27,5,2481.6,Germany,International,1,Loyal Customers,1.1383663138687798,0.3597851197288434
12518,0,5,2056.89,Germany,International,2,VIP / Champions,2.2406904003014834,-1.6845659791421679
12519,63,1,330.84,Germany,International,3,At-Risk,-1.1040855998582708,-0.3022648988790221
12520,78,5,2634.26,Germany,International,1,Loyal Customers,0.7958389748166254,0.9966119442762336
12521,142,1,599.68,Germany,International,3,At-Risk,-1.1104243014511321,0.3911577061850198
12522,38,2,192.72,Germany,International,0,Potential Loyalists,-0.8151723658598963,-0.6385198829938303
12523,18,11,1789.77,France,International,2,VIP / Champions,1.7492734661444727,0.27384676889343423
12524,8,8,4485.72,Germany,International,2,VIP / Champions,2.1911777544424,0.05694182052974139
12526,0,3,1316.66,Germany,International,0,Potential Loyalists,1.6627563456240757,-2.0013925224962503
12527,81,3,348.71000000000004,Germany,International,3,At-Risk,-0.5408311096901729,0.12712877631827527
12528,8,6,1933.48,Germany,International,2,VIP / Champions,1.5653816286953062,-0.3457546127322003
12530,59,4,1662.28,Germany,International,1,Loyal Customers,0.5112951943660282,0.5961747804923785
12531,14,1,125.22,Germany,International,0,Potential Loyalists,-1.0432735365650432,-1.5155490270160945
12532,29,1,349.83000000000004,France,International,0,Potential Loyalists,-0.806872276216494,-0.7312115091985848
12534,130,1,1089.18,Germany,International,3,At-Risk,-0.7967884496037501,0.5568601091597905
12535,91,2,716.35,France,International,3,At-Risk,-0.5019093811492529,0.348468576287382
12536,42,3,12601.830000000002,France,International,1,Loyal Customers,1.387709604496621,1.053457786509015
12538,28,1,363.95,Spain,International,0,Potential Loyalists,-0.7760642178296749,-0.7369031151149774
12539,21,4,5568.35,Spain,International,1,Loyal Customers,1.4423363033856345,0.4426075427662704
12540,19,17,13400.24,Spain,International,2,VIP / Champions,3.051000682644498,1.193313022900602
12541,29,3,981.18,Spain,International,1,Loyal Customers,0.3077305552837307,-0.09196300896231589
12544,35,1,372.7,Spain,International,0,Potential Loyalists,-0.84213739899376,-0.6000409544941627
12545,74,2,1000.39,Spain,International,1,Loyal Customers,-0.270880805672317,0.3491525635713632
12546,46,2,1161.5,Spain,International,1,Loyal Customers,-0.03315801552442195,0.1265251584590042
12547,197,2,207.8,Spain,International,3,At-Risk,-1.360463764591872,0.35222551688541653
12548,165,1,95.2,Spain,International,3,At-Risk,-2.031266636752697,-0.18932210424580076
12550,78,1,964.83,Spain,International,3,At-Risk,-0.673356249898669,0.21274644265459358
12551,357,1,168.0,Spain,International,3,At-Risk,-2.039125455524072,0.4721662399850443
12552,38,2,437.82,Italy,International,0,Potential Loyalists,-0.4278919959091795,-0.33990396563202335
12553,7,10,3692.28,France,International,2,VIP / Champions,2.322632653430252,-0.007745820556421257
12556,49,2,599.56,Spain,International,0,Potential Loyalists,-0.36809725042100205,-0.0779885307544134
12557,15,5,11990.96,Spain,International,2,VIP / Champions,2.08435991219647,0.6031270618558512
12558,7,1,269.96,United States,International,0,Potential Loyalists,-0.4567281246931446,-1.6092890278926488
12559,310,2,561.71,Germany,International,3,At-Risk,-1.0523177597189854,0.9820134580847312
12560,4,3,2134.01,Germany,International,0,Potential Loyalists,1.3160007657715709,-0.8708254622015041
12561,302,1,238.85,Germany,International,3,At-Risk,-1.8136710474321907,0.5011244545836072
12562,7,7,3781.74,France,International,2,VIP / Champions,2.0459013441951766,-0.11996620984987456
12564,260,1,456.9,France,International,3,At-Risk,-1.4540604195088613,0.6488015061159003
12565,288,1,145.92,Saudi Arabia,International,3,At-Risk,-2.028901125038487,0.2940799671246905
12566,85,1,351.65,Germany,International,3,At-Risk,-1.180899567208218,-0.10485676479909954
12567,22,10,9401.28,France,International,2,VIP / Champions,2.387699884846349,0.9596978944957049
12569,1,32,4124.69,Germany,International,2,VIP / Champions,3.8644263167162825,-0.37201917350154934
12571,39,2,519.61,France,International,0,Potential Loyalists,-0.3559925685009608,-0.26247457783174266
12572,8,2,1020.42,Germany,International,0,Potential Loyalists,0.4964472045264129,-0.9008246666772735
12573,226,1,160.54000000000002,France,International,3,At-Risk,-1.8976472518703305,0.18554104707003907
12574,315,1,218.45,France,International,3,At-Risk,-1.8707896491144036,0.4935714602293601
12576,35,5,1315.83,Poland,International,1,Loyal Customers,0.7482043781910396,0.27723565625625946
12577,34,3,626.6,France,International,1,Loyal Customers,0.04049706325608998,-0.1641225371201771
12578,20,2,2794.51,Italy,International,1,Loyal Customers,0.6704231148805421,-0.03072756734470156
12579,77,1,440.42,France,International,3,At-Risk,-1.0396548975321733,-0.0807562794981508
12580,246,1,415.7,Germany,International,3,At-Risk,-1.479008321556839,0.5816782377051888
12581,39,1,197.71,Germany,International,3,At-Risk,-1.178953084698372,-0.7682309179478571
12582,238,2,511.36,Finland,International,3,At-Risk,-1.0025804307419597,0.7916395431059241
12583,2,15,7281.38,France,International,2,VIP / Champions,3.3337697360006167,-0.1990547951765508
12584,3,9,2338.15,Italy,International,2,VIP / Champions,2.2678794095690944,-0.6217471027157999
12585,233,2,2040.1,Germany,International,1,Loyal Customers,-0.34035520623748583,1.283890061716563
12586,16,1,196.94000000000003,Italy,International,0,Potential Loyalists,-0.874910099669687,-1.277015914443307
12587,7,1,144.0,Finland,International,0,Potential Loyalists,-0.7528629612225294,-1.8376263843258298
12588,38,1,214.9,Finland,International,3,At-Risk,-1.1306055011522642,-0.7529427959742474
12589,28,2,646.68,France,International,0,Potential Loyalists,-0.13759352363522287,-0.37339926625820763
12590,210,2,9864.26,Germany,International,1,Loyal Customers,0.4428582193867064,1.7979270799842038
12591,316,1,452.85,Italy,International,3,At-Risk,-1.5277553136900315,0.7608154368815863
12592,91,2,437.6,Germany,International,3,At-Risk,-0.7349268333787026,0.16879843119930824
12593,108,3,418.1,France,International,3,At-Risk,-0.556849016030248,0.3620026088049971
12594,37,10,3338.2200000000003,Italy,International,2,VIP / Champions,1.717898165600121,0.8793516846751789
12596,50,2,618.27,Spain,International,1,Loyal Customers,-0.36064567278960685,-0.055042632631227204
12597,18,4,3811.22,Spain,International,1,Loyal Customers,1.315204301915177,0.2172435077152129
12598,9,8,3023.08,France,International,2,VIP / Champions,1.9666572533667552,-0.024661958404557194
12599,28,7,1032.58,France,International,1,Loyal Customers,0.9710170648039067,0.16984766402425122
12600,28,10,2599.04,Germany,International,2,VIP / Champions,1.6960124293814245,0.6277059748148398
12601,189,5,577.0600000000001,Germany,International,1,Loyal Customers,-0.23640893889711667,0.9629389844606184
12602,58,1,153.12,France,International,3,At-Risk,-1.4382477360589698,-0.6305792586553756
12603,21,1,739.1999999999999,Germany,International,0,Potential Loyalists,-0.34237337928490924,-0.6424519432103868
12604,78,2,254.18,France,International,3,At-Risk,-0.9369983389556711,-0.1193316621227092
12607,59,1,1579.51,United States,International,1,Loyal Customers,-0.341740112861807,0.2294909724276097
12609,77,3,1126.85,Germany,International,1,Loyal Customers,0.03165706740866411,0.525112419348587
12610,22,5,2099.54,Italy,International,1,Loyal Customers,1.1295357377843558,0.18211632807710984
12611,51,1,1193.32,Italy,International,1,Loyal Customers,-0.4232835152747138,0.04232076299197888
12612,73,1,704.0400000000001,Germany,International,3,At-Risk,-0.799052297241901,0.05903682609534884
12613,56,5,3344.38,Germany,International,1,Loyal Customers,1.0255273613192284,0.8902115291419265
12614,277,1,315.6,Germany,International,3,At-Risk,-1.651394671577574,0.5514536240398887
12615,1,4,2291.19,France,International,2,VIP / Champions,1.879051372847147,-1.3034388558941734
12616,94,2,713.3,France,International,3,At-Risk,-0.5153983294066901,0.3659392803645697
12617,28,1,352.98,France,International,0,Potential Loyalists,-0.7905195551692121,-0.7480490294327353
12618,21,1,177.31,Italy,International,0,Potential Loyalists,-1.0165450419316118,-1.1622779016657518
12619,15,9,3641.24,Germany,International,2,VIP / Champions,1.9820408088645074,0.36197105931216633
12620,14,3,1339.41,France,International,1,Loyal Customers,0.7027954799425364,-0.38940300046593673
12621,1,20,13689.67,Germany,International,2,VIP / Champions,4.023686491544266,-0.1056487375201019
12622,231,1,180.1,Germany,International,3,At-Risk,-1.8513008059259282,0.24020108058484807
12623,275,1,305.1,Germany,International,3,At-Risk,-1.664788047966718,0.5348551343544523
12624,105,2,641.13,France,International,3,At-Risk,-0.6050124370079846,0.3920057846661544
12625,211,2,2683.82,Germany,International,1,Loyal Customers,-0.17522434593040612,1.3254559101564733
12626,22,9,6620.48,Germany,International,2,VIP / Champions,2.1354116420182407,0.795443781129591
12627,10,7,4478.53,Germany,International,2,VIP / Champions,2.01213848519999,0.13060524227842232
12628,3,3,786.46,Germany,International,0,Potential Loyalists,0.923358719684407,-1.3673950148240326
12630,9,2,1270.88,Finland,International,0,Potential Loyalists,0.5626525474957005,-0.7582617401539452
12631,56,1,640.5,Finland,International,3,At-Risk,-0.7504782732349452,-0.13022282310812988
12633,58,4,2163.98,Germany,International,1,Loyal Customers,0.6421630308545447,0.6824831352593533
12635,89,2,1689.18,Germany,International,1,Loyal Customers,-0.08813401283482704,0.6484231130815892
12637,66,8,6002.9,France,International,1,Loyal Customers,1.6115160200717098,1.3536481352506822
12638,32,1,671.69,Sweden,International,0,Potential Loyalists,-0.5326148179838174,-0.4369577647339983
12639,238,1,486.1,Sweden,International,3,At-Risk,-1.3933025121129012,0.6191644295884182
12640,23,3,1174.58,France,International,1,Loyal Customers,0.47263188512438237,-0.15863386392332793
12641,114,1,185.9,Sweden,International,3,At-Risk,-1.5854897486952488,-0.16442151226717644
12642,24,3,1013.26,Germany,International,1,Loyal Customers,0.38812915711988283,-0.18833299978942572
12643,127,6,3344.64,France,International,1,Loyal Customers,0.8758136585648781,1.4284762523992252
12644,129,1,477.91,Germany,International,3,At-Risk,-1.1836550252964526,0.25190738394647555
12645,33,4,1775.18,Germany,International,1,Loyal Customers,0.7454423311953743,0.28337273253004297
12646,4,2,1346.97,United States,International,0,Potential Loyalists,0.8379574382259241,-1.1480437535354517
12647,21,12,3722.82,Germany,International,2,VIP / Champions,2.1160218436421987,0.6585438223800478
12648,154,1,318.05,Germany,International,3,At-Risk,-1.4389062949866416,0.20786991124543955
12649,106,3,623.51,Germany,International,1,Loyal Customers,-0.3613155420025421,0.49668501037549156
12650,2,1,314.44,France,International,0,Potential Loyalists,-0.03411180649548062,-2.1353620301446044
12651,334,1,114.0,France,International,3,At-Risk,-2.19772198343515,0.2922027265100122
12652,330,1,919.98,France,International,3,At-Risk,-1.2080257222975475,1.0448830905080242
12653,148,2,2209.85,Israel,International,1,Loyal Customers,-0.1411607018705839,1.045422677777677
12654,10,5,601.98,Germany,International,0,Potential Loyalists,0.8020826216706897,-0.7110377189165826
12656,16,5,4051.17,France,International,1,Loyal Customers,1.5488007467502085,0.2428372078464472
12657,10,4,1643.18,France,International,1,Loyal Customers,1.112268256941869,-0.41395256991117146
12658,18,1,686.05,Germany,International,0,Potential Loyalists,-0.3252580384047562,-0.756592802998232
12659,29,1,91.68,France,International,3,At-Risk,-1.437352110559166,-1.2173485012034093
12660,10,1,245.1,France,International,0,Potential Loyalists,-0.616147867137747,-1.455606415053697
12662,0,11,3849.78,Germany,International,2,VIP / Champions,3.1644756642104017,-1.192449033759241
12664,7,9,4881.88,Finland,International,2,VIP / Champions,2.3686655947373003,0.05802322495927594
12665,324,1,63.0,Germany,International,3,At-Risk,-2.4644622830517737,0.06020746859364937
12667,57,1,620.13,Finland,International,3,At-Risk,-0.7719790910676422,-0.13169498451044181
12668,11,4,3807.15,Germany,International,1,Loyal Customers,1.47897110800554,-0.05562622433200732
12669,150,3,2744.03,France,International,1,Loyal Customers,0.21680641069964665,1.2416364774882067
12670,9,5,2996.05,France,International,2,VIP / Champions,1.5956287681850567,-0.1819521522914806
12672,329,1,225.9,France,International,3,At-Risk,-1.8704741628087211,0.5314683248117227
12673,4,2,610.52,Germany,International,0,Potential Loyalists,0.4635922226456233,-1.4367013281320886
12674,38,4,1970.6,France,International,1,Loyal Customers,0.7458342312979835,0.40284594738278307
12676,24,6,1331.39,Sweden,International,1,Loyal Customers,1.023561849592895,0.1238629499725467
12678,41,12,17628.46,France,International,2,VIP / Champions,2.6212858240188677,1.6097836367757592
12679,58,4,1113.02,France,International,1,Loyal Customers,0.32746235236702825,0.43983042396161437
12680,0,4,862.81,France,International,0,Potential Loyalists,1.664610342257579,-2.070843746437575
12681,14,22,13787.54,France,International,2,VIP / Champions,3.3890679572952416,1.1262437121396816
12682,3,31,12279.82,France,International,2,VIP / Champions,4.105450411278832,0.42565733022905705
12683,3,15,8476.57,France,International,2,VIP / Champions,3.302906290788704,0.027024429153885556
12684,7,7,2283.63,France,International,2,VIP / Champions,1.8070730920434248,-0.3041168230536572
12685,27,6,2863.08,France,International,1,Loyal Customers,1.3455099374622033,0.4705396016010451
12686,371,1,89.14,France,International,3,At-Risk,-2.35053514864995,0.265370802283047
12688,113,1,4873.81,Israel,International,1,Loyal Customers,-0.03771694137249656,1.0214162952727157
12689,25,2,1247.61,France,International,1,Loyal Customers,0.21233236818265738,-0.19843487282136346
12690,205,1,389.01,France,International,3,At-Risk,-1.445473620773415,0.4498764502739377
12691,27,6,1035.8,France,International,1,Loyal Customers,0.8642447657628111,0.09945588062755557
12693,126,4,855.91,Germany,International,1,Loyal Customers,-0.0708789316763038,0.798587393380243
12694,69,2,869.67,France,International,1,Loyal Customers,-0.31247014704796616,0.2571584638459155
12695,6,4,582.1,France,International,0,Potential Loyalists,0.7828540141814816,-1.0605384636070496
12697,28,3,957.59,Sweden,International,1,Loyal Customers,0.30833499319476987,-0.12094338068207369
12700,7,4,4939.99,France,International,2,VIP / Champions,1.7472612768088351,-0.20094024665431226
12701,79,2,797.71,Germany,International,1,Loyal Customers,-0.4010629341561492,0.30483178030906655
12702,19,1,219.0,Germany,International,0,Potential Loyalists,-0.882960997990078,-1.1420618878891262
12703,70,1,283.55,Germany,International,3,At-Risk,-1.2140093106418408,-0.296866047852206
12704,6,8,2340.84,Finland,International,2,VIP / Champions,1.9730662854463308,-0.3295232461340042
12705,14,9,6868.29,Germany,International,2,VIP / Champions,2.305615763211632,0.5554090728479937
12707,291,1,603.42,France,International,3,At-Risk,-1.3626913431571148,0.8167368393189153
12708,29,10,2712.91,Germany,International,2,VIP / Champions,1.7041950879704935,0.6634617141646697
12709,14,15,9706.52,Germany,International,2,VIP / Champions,2.894574289469865,0.8602356972083873
12710,96,3,1149.02,Germany,International,1,Loyal Customers,-0.03705405150502446,0.6614858279554061
