CustomerID,Recency,Frequency,Monetary,Country,Customer_Region,Cluster,Segment
12949,30,8,4167.22,United Kingdom,Domestic,1,VIP / Champions
12950,1,3,1843.0,United Kingdom,Domestic,3,Potential Loyalists
12951,8,6,1064.07,United Kingdom,Domestic,2,Loyal Customers
12952,5,4,1387.79,United Kingdom,Domestic,3,Potential Loyalists
12953,9,1,329.85,United Kingdom,Domestic,3,Potential Loyalists
12955,0,11,4757.16,United Kingdom,Domestic,1,VIP / Champions
12956,305,1,108.07,United Kingdom,Domestic,0,At-Risk
12957,9,8,4017.54,United Kingdom,Domestic,1,VIP / Champions
12962,6,2,266.39,United Kingdom,Domestic,3,Potential Loyalists
12963,7,8,1856.63,United Kingdom,Domestic,1,VIP / Champions
12965,88,1,769.8100000000001,United Kingdom,Domestic,0,At-Risk
12966,9,1,160.18,United Kingdom,Domestic,3,Potential Loyalists
12967,357,2,1660.9,United Kingdom,Domestic,2,Loyal Customers
12968,111,1,135.95,United Kingdom,Domestic,0,At-Risk
12970,6,4,405.47,United Kingdom,Domestic,3,Potential Loyalists
12971,3,86,11189.91,United Kingdom,Domestic,1,VIP / Champions
12974,197,1,144.8,United Kingdom,Domestic,0,At-Risk
12976,211,1,738.6,United Kingdom,Domestic,0,At-Risk
12977,155,1,39.24,United Kingdom,Domestic,0,At-Risk
12980,157,9,7374.900000000001,United Kingdom,Domestic,2,Loyal Customers
12981,29,2,372.22,United Kingdom,Domestic,3,Potential Loyalists
12982,242,1,390.54,United Kingdom,Domestic,0,At-Risk
12984,18,1,97.5,United Kingdom,Domestic,3,Potential Loyalists
12985,0,2,1239.38,United Kingdom,Domestic,3,Potential Loyalists
12987,73,2,558.7,United Kingdom,Domestic,0,At-Risk
12988,291,1,505.82,United Kingdom,Domestic,0,At-Risk
12989,2,15,6924.110000000001,United Kingdom,Domestic,1,VIP / Champions
12990,30,3,409.5,United Kingdom,Domestic,3,Potential Loyalists
12991,22,2,503.76,United Kingdom,Domestic,3,Potential Loyalists
12993,22,4,414.76,United Kingdom,Domestic,3,Potential Loyalists
12994,3,3,974.42,United Kingdom,Domestic,3,Potential Loyalists
12995,84,1,211.32,United Kingdom,Domestic,0,At-Risk
12997,21,4,1226.89,United Kingdom,Domestic,2,Loyal Customers
12999,195,3,455.88,United Kingdom,Domestic,0,At-Risk
13000,106,3,534.85,United Kingdom,Domestic,2,Loyal Customers
13001,3,13,9785.97,United Kingdom,Domestic,1,VIP / Champions
13002,317,1,120.95,United Kingdom,Domestic,0,At-Risk
13003,105,3,149.05,United Kingdom,Domestic,0,At-Risk
13004,11,18,5655.91,United Kingdom,Domestic,1,VIP / Champions
13005,173,2,513.7,United Kingdom,Domestic,0,At-Risk
13006,55,1,81.57,United Kingdom,Domestic,0,At-Risk
13008,322,1,229.47,United Kingdom,Domestic,0,At-Risk
13011,371,1,50.55,United Kingdom,Domestic,0,At-Risk
13012,8,8,1646.84,United Kingdom,Domestic,1,VIP / Champions
13013,0,13,4810.9400000000005,United Kingdom,Domestic,1,VIP / Champions
13014,10,10,3466.28,United Kingdom,Domestic,1,VIP / Champions
13015,52,5,3339.64,United Kingdom,Domestic,2,Loyal Customers
13016,72,3,789.89,United Kingdom,Domestic,2,Loyal Customers
13017,6,1,204.0,United Kingdom,Domestic,3,Potential Loyalists
13018,15,28,7277.7,United Kingdom,Domestic,1,VIP / Champions
13021,3,9,2616.38,United Kingdom,Domestic,1,VIP / Champions
13023,63,2,689.9,United Kingdom,Domestic,2,Loyal Customers
13026,0,5,975.36,United Kingdom,Domestic,1,VIP / Champions
13027,113,6,6912.0,United Kingdom,Domestic,2,Loyal Customers
13028,22,2,661.3199999999999,United Kingdom,Domestic,3,Potential Loyalists
13029,30,3,1247.5,United Kingdom,Domestic,2,Loyal Customers
13030,10,2,752.4399999999999,United Kingdom,Domestic,3,Potential Loyalists
13032,51,2,1010.18,United Kingdom,Domestic,2,Loyal Customers
13033,356,1,190.55,United Kingdom,Domestic,0,At-Risk
13034,54,2,642.77,United Kingdom,Domestic,2,Loyal Customers
13035,73,2,921.88,United Kingdom,Domestic,2,Loyal Customers
13037,137,3,881.07,United Kingdom,Domestic,2,Loyal Customers
13038,79,3,908.46,United Kingdom,Domestic,2,Loyal Customers
13040,8,2,676.99,United Kingdom,Domestic,3,Potential Loyalists
13043,272,1,516.42,United Kingdom,Domestic,0,At-Risk
13044,290,1,560.47,United Kingdom,Domestic,0,At-Risk
13045,98,1,305.28000000000003,United Kingdom,Domestic,0,At-Risk
13046,30,2,629.31,United Kingdom,Domestic,3,Potential Loyalists
13047,31,10,3237.54,United Kingdom,Domestic,1,VIP / Champions
13048,13,4,1819.41,United Kingdom,Domestic,2,Loyal Customers
13049,63,2,656.6800000000001,United Kingdom,Domestic,2,Loyal Customers
13050,14,17,5836.86,United Kingdom,Domestic,1,VIP / Champions
13052,211,1,348.15000000000003,United Kingdom,Domestic,0,At-Risk
13055,77,3,1214.41,United Kingdom,Domestic,2,Loyal Customers
13058,24,3,271.40000000000003,United Kingdom,Domestic,3,Potential Loyalists
13059,249,1,183.4,United Kingdom,Domestic,0,At-Risk
13060,253,1,307.53,United Kingdom,Domestic,0,At-Risk
13061,71,1,248.61,United Kingdom,Domestic,0,At-Risk
13062,190,1,346.98,United Kingdom,Domestic,0,At-Risk
13064,12,4,1105.59,United Kingdom,Domestic,2,Loyal Customers
13065,372,1,205.86,United Kingdom,Domestic,0,At-Risk
13066,23,2,470.8,United Kingdom,Domestic,3,Potential Loyalists
13067,81,1,115.46,United Kingdom,Domestic,0,At-Risk
13068,9,2,344.0,United Kingdom,Domestic,3,Potential Loyalists
13069,0,24,4431.44,United Kingdom,Domestic,1,VIP / Champions
13070,191,1,228.8,United Kingdom,Domestic,0,At-Risk
13072,266,1,177.15,United Kingdom,Domestic,0,At-Risk
13075,129,1,919.61,United Kingdom,Domestic,0,At-Risk
13077,0,4,728.02,United Kingdom,Domestic,3,Potential Loyalists
13078,2,26,12627.94,United Kingdom,Domestic,1,VIP / Champions
13079,3,5,220.1,United Kingdom,Domestic,3,Potential Loyalists
13080,178,1,58.08,United Kingdom,Domestic,0,At-Risk
13081,11,11,28337.38,United Kingdom,Domestic,1,VIP / Champions
13082,125,9,3613.63,United Kingdom,Domestic,2,Loyal Customers
13083,3,2,303.75,United Kingdom,Domestic,3,Potential Loyalists
13085,157,2,416.08,United Kingdom,Domestic,0,At-Risk
13089,2,97,58762.08,United Kingdom,Domestic,1,VIP / Champions
13090,8,14,8910.82,United Kingdom,Domestic,1,VIP / Champions
13091,27,1,345.82,United Kingdom,Domestic,3,Potential Loyalists
13092,70,5,477.83,United Kingdom,Domestic,2,Loyal Customers
13093,275,8,7832.47,United Kingdom,Domestic,2,Loyal Customers
13094,20,12,1927.32,United Kingdom,Domestic,1,VIP / Champions
13095,70,1,74.39999999999999,United Kingdom,Domestic,0,At-Risk
13097,32,10,6003.22,United Kingdom,Domestic,1,VIP / Champions
13098,0,28,28882.44,United Kingdom,Domestic,1,VIP / Champions
13099,98,1,207.36,United Kingdom,Domestic,0,At-Risk
13101,233,1,101.19,United Kingdom,Domestic,0,At-Risk
13102,0,24,6424.09,United Kingdom,Domestic,1,VIP / Champions
13103,39,1,243.94,United Kingdom,Domestic,0,At-Risk
13104,2,6,1098.48,United Kingdom,Domestic,1,VIP / Champions
13106,132,1,76.5,United Kingdom,Domestic,0,At-Risk
13107,43,4,1531.62,United Kingdom,Domestic,2,Loyal Customers
13108,372,1,350.06,United Kingdom,Domestic,0,At-Risk
13109,59,2,786.54,United Kingdom,Domestic,2,Loyal Customers
13110,30,7,1488.67,United Kingdom,Domestic,2,Loyal Customers
13113,0,24,12245.96,United Kingdom,Domestic,1,VIP / Champions
13115,11,4,2294.78,United Kingdom,Domestic,2,Loyal Customers
13116,137,1,501.14,United Kingdom,Domestic,0,At-Risk
13117,21,8,984.91,United Kingdom,Domestic,2,Loyal Customers
13118,19,5,1197.81,United Kingdom,Domestic,2,Loyal Customers
13120,238,1,30.6,United Kingdom,Domestic,0,At-Risk
13121,268,1,283.73,United Kingdom,Domestic,0,At-Risk
13122,93,2,922.39,United Kingdom,Domestic,2,Loyal Customers
13124,89,3,3756.33,United Kingdom,Domestic,2,Loyal Customers
13126,4,8,2099.64,United Kingdom,Domestic,1,VIP / Champions
13127,77,1,259.17,United Kingdom,Domestic,0,At-Risk
13130,93,1,64.0,United Kingdom,Domestic,0,At-Risk
13131,22,3,1073.3,United Kingdom,Domestic,2,Loyal Customers
13132,261,1,77.3,United Kingdom,Domestic,0,At-Risk
13133,273,2,109.8,United Kingdom,Domestic,0,At-Risk
13134,85,4,1793.58,United Kingdom,Domestic,2,Loyal Customers
13135,196,1,3096.0,United Kingdom,Domestic,2,Loyal Customers
13136,55,5,2607.61,United Kingdom,Domestic,2,Loyal Customers
13137,10,8,3603.29,United Kingdom,Domestic,1,VIP / Champions
13138,21,6,962.39,United Kingdom,Domestic,2,Loyal Customers
13139,15,7,5064.94,United Kingdom,Domestic,1,VIP / Champions
13140,107,3,422.47,United Kingdom,Domestic,0,At-Risk
13141,84,5,2388.75,United Kingdom,Domestic,2,Loyal Customers
13142,18,1,307.09,United Kingdom,Domestic,3,Potential Loyalists
13144,332,1,110.95,United Kingdom,Domestic,0,At-Risk
13145,39,4,618.52,United Kingdom,Domestic,2,Loyal Customers
13146,25,1,228.91,United Kingdom,Domestic,3,Potential Loyalists
13147,9,4,712.8000000000001,United Kingdom,Domestic,3,Potential Loyalists
13148,28,12,3683.26,United Kingdom,Domestic,1,VIP / Champions
13149,13,4,1676.06,United Kingdom,Domestic,2,Loyal Customers
13151,295,1,1257.87,United Kingdom,Domestic,0,At-Risk
13153,5,1,486.22,United Kingdom,Domestic,3,Potential Loyalists
13155,32,4,971.76,United Kingdom,Domestic,2,Loyal Customers
13157,48,4,1741.22,United Kingdom,Domestic,2,Loyal Customers
13158,94,4,1201.06,United Kingdom,Domestic,2,Loyal Customers
13159,8,4,1429.35,United Kingdom,Domestic,2,Loyal Customers
13160,21,1,91.8,United Kingdom,Domestic,3,Potential Loyalists
13161,312,1,112.75,United Kingdom,Domestic,0,At-Risk
13162,121,4,1688.29,United Kingdom,Domestic,2,Loyal Customers
13165,45,2,1021.48,United Kingdom,Domestic,2,Loyal Customers
13166,282,1,417.2,United Kingdom,Domestic,0,At-Risk
13167,18,4,791.33,United Kingdom,Domestic,2,Loyal Customers
13168,35,4,1299.59,United Kingdom,Domestic,2,Loyal Customers
13169,63,2,712.88,United Kingdom,Domestic,2,Loyal Customers
13170,26,1,108.81,United Kingdom,Domestic,3,Potential Loyalists
13171,21,3,468.41,United Kingdom,Domestic,3,Potential Loyalists
13173,3,2,353.65,United Kingdom,Domestic,3,Potential Loyalists
13174,15,3,2742.82,United Kingdom,Domestic,2,Loyal Customers
13176,45,1,481.49,United Kingdom,Domestic,0,At-Risk
13177,64,1,282.45,United Kingdom,Domestic,0,At-Risk
13178,25,11,5725.47,United Kingdom,Domestic,1,VIP / Champions
13182,44,1,121.18,United Kingdom,Domestic,0,At-Risk
13183,7,9,3957.78,United Kingdom,Domestic,1,VIP / Champions
13184,14,10,1668.95,United Kingdom,Domestic,1,VIP / Champions
13185,267,1,71.4,United Kingdom,Domestic,0,At-Risk
13186,39,3,1575.89,United Kingdom,Domestic,2,Loyal Customers
13187,336,1,236.02,United Kingdom,Domestic,0,At-Risk
13188,10,1,114.6,United Kingdom,Domestic,3,Potential Loyalists
13189,18,2,260.68,United Kingdom,Domestic,3,Potential Loyalists
13192,94,2,911.94,United Kingdom,Domestic,2,Loyal Customers
13193,60,1,112.08,United Kingdom,Domestic,0,At-Risk
13194,135,1,60.7,United Kingdom,Domestic,0,At-Risk
13196,10,4,1797.78,United Kingdom,Domestic,2,Loyal Customers
13198,9,6,3401.24,United Kingdom,Domestic,1,VIP / Champions
13199,3,38,9817.12,United Kingdom,Domestic,1,VIP / Champions
13200,18,4,870.09,United Kingdom,Domestic,2,Loyal Customers
13203,9,4,869.46,United Kingdom,Domestic,3,Potential Loyalists
13207,14,2,250.26,United Kingdom,Domestic,3,Potential Loyalists
13208,58,6,1217.65,United Kingdom,Domestic,2,Loyal Customers
13209,29,8,5891.61,United Kingdom,Domestic,1,VIP / Champions
13210,93,1,353.48,United Kingdom,Domestic,0,At-Risk
13211,9,3,1095.42,United Kingdom,Domestic,3,Potential Loyalists
13212,19,3,786.83,United Kingdom,Domestic,3,Potential Loyalists
13213,56,5,1520.58,United Kingdom,Domestic,2,Loyal Customers
13216,267,1,333.74,United Kingdom,Domestic,0,At-Risk
13217,121,3,533.98,United Kingdom,Domestic,2,Loyal Customers
13218,126,1,62.63999999999999,United Kingdom,Domestic,0,At-Risk
13220,77,4,819.2900000000001,United Kingdom,Domestic,2,Loyal Customers
13221,239,2,847.41,United Kingdom,Domestic,0,At-Risk
13223,199,2,163.20000000000002,United Kingdom,Domestic,0,At-Risk
13224,59,2,2155.95,United Kingdom,Domestic,2,Loyal Customers
13225,2,7,6463.84,United Kingdom,Domestic,1,VIP / Champions
13226,272,1,108.21,United Kingdom,Domestic,0,At-Risk
13227,201,1,257.7,United Kingdom,Domestic,0,At-Risk
13228,80,1,358.0,United Kingdom,Domestic,0,At-Risk
13229,225,1,160.95,United Kingdom,Domestic,0,At-Risk
13230,3,14,2755.63,United Kingdom,Domestic,1,VIP / Champions
13232,12,7,1328.35,United Kingdom,Domestic,2,Loyal Customers
13233,73,2,605.12,United Kingdom,Domestic,0,At-Risk
13235,211,1,1031.07,United Kingdom,Domestic,0,At-Risk
13236,24,2,744.85,United Kingdom,Domestic,3,Potential Loyalists
13238,16,4,700.73,United Kingdom,Domestic,3,Potential Loyalists
13239,261,1,329.56,United Kingdom,Domestic,0,At-Risk
13240,95,4,663.65,United Kingdom,Domestic,2,Loyal Customers
13242,111,3,270.40000000000003,United Kingdom,Domestic,0,At-Risk
13243,202,1,585.12,United Kingdom,Domestic,0,At-Risk
13244,92,1,121.74,United Kingdom,Domestic,0,At-Risk
13245,50,1,430.5,United Kingdom,Domestic,0,At-Risk
13246,17,6,1961.52,United Kingdom,Domestic,2,Loyal Customers
13247,17,4,501.12,United Kingdom,Domestic,3,Potential Loyalists
13248,124,2,465.68,United Kingdom,Domestic,0,At-Risk
13249,91,3,711.41,United Kingdom,Domestic,2,Loyal Customers
13253,156,2,1030.4,United Kingdom,Domestic,2,Loyal Customers
13255,8,2,399.51,United Kingdom,Domestic,3,Potential Loyalists
13258,11,3,672.83,United Kingdom,Domestic,3,Potential Loyalists
13259,61,1,283.18,United Kingdom,Domestic,0,At-Risk
13260,60,1,557.62,United Kingdom,Domestic,0,At-Risk
13261,268,2,944.1,United Kingdom,Domestic,0,At-Risk
13262,262,1,200.29,United Kingdom,Domestic,0,At-Risk
13263,0,35,7436.93,United Kingdom,Domestic,1,VIP / Champions
13265,52,5,2092.66,United Kingdom,Domestic,2,Loyal Customers
13266,10,12,3834.26,United Kingdom,Domestic,1,VIP / Champions
13267,2,19,4521.49,United Kingdom,Domestic,1,VIP / Champions
13268,17,11,3174.75,United Kingdom,Domestic,1,VIP / Champions
13269,0,15,5343.28,United Kingdom,Domestic,1,VIP / Champions
13270,365,1,590.0,United Kingdom,Domestic,0,At-Risk
13271,36,1,211.49,United Kingdom,Domestic,0,At-Risk
13272,30,2,276.56,United Kingdom,Domestic,3,Potential Loyalists
13273,112,1,138.98,United Kingdom,Domestic,0,At-Risk
13276,63,2,590.9300000000001,United Kingdom,Domestic,0,At-Risk
13277,15,4,258.4,United Kingdom,Domestic,3,Potential Loyalists
13278,40,1,542.73,United Kingdom,Domestic,3,Potential Loyalists
13279,77,1,137.75,United Kingdom,Domestic,0,At-Risk
13280,121,3,798.46,United Kingdom,Domestic,2,Loyal Customers
13282,17,3,1132.14,United Kingdom,Domestic,2,Loyal Customers
13283,59,2,93.66,United Kingdom,Domestic,0,At-Risk
13284,330,1,201.19,United Kingdom,Domestic,0,At-Risk
13285,22,4,2709.12,United Kingdom,Domestic,2,Loyal Customers
13291,155,1,361.11,United Kingdom,Domestic,0,At-Risk
13292,38,2,578.9399999999999,United Kingdom,Domestic,3,Potential Loyalists
13294,189,2,873.74,United Kingdom,Domestic,0,At-Risk
13295,359,1,201.2,United Kingdom,Domestic,0,At-Risk
13296,136,1,87.4,United Kingdom,Domestic,0,At-Risk
13297,7,4,2089.85,United Kingdom,Domestic,2,Loyal Customers
13298,0,1,360.0,United Kingdom,Domestic,3,Potential Loyalists
13299,267,1,142.5,United Kingdom,Domestic,0,At-Risk
13300,168,1,371.89,United Kingdom,Domestic,0,At-Risk
13301,103,4,618.09,United Kingdom,Domestic,2,Loyal Customers
13302,154,1,63.75,United Kingdom,Domestic,0,At-Risk
13304,350,1,300.42,United Kingdom,Domestic,0,At-Risk
13305,3,10,2000.86,United Kingdom,Domestic,1,VIP / Champions
13307,119,1,15.0,United Kingdom,Domestic,0,At-Risk
13308,22,3,1385.51,United Kingdom,Domestic,2,Loyal Customers
13309,6,5,1456.79,United Kingdom,Domestic,1,VIP / Champions
13310,27,3,1132.03,United Kingdom,Domestic,2,Loyal Customers
13311,3,2,598.57,United Kingdom,Domestic,3,Potential Loyalists
13313,21,5,1555.32,United Kingdom,Domestic,2,Loyal Customers
13314,1,3,775.94,United Kingdom,Domestic,3,Potential Loyalists
13316,36,4,5732.93,United Kingdom,Domestic,2,Loyal Customers
13317,65,6,2273.68,United Kingdom,Domestic,2,Loyal Customers
13318,0,3,640.76,United Kingdom,Domestic,3,Potential Loyalists
13319,4,26,10845.55,United Kingdom,Domestic,1,VIP / Champions
13320,77,4,1532.2,United Kingdom,Domestic,2,Loyal Customers
13321,71,2,567.36,United Kingdom,Domestic,0,At-Risk
13322,16,1,199.48,United Kingdom,Domestic,3,Potential Loyalists
13323,2,5,787.85,United Kingdom,Domestic,3,Potential Loyalists
13324,35,10,7121.95,United Kingdom,Domestic,1,VIP / Champions
13325,81,1,675.3,United Kingdom,Domestic,0,At-Risk
13327,38,8,3627.77,United Kingdom,Domestic,2,Loyal Customers
13328,315,1,1308.48,United Kingdom,Domestic,0,At-Risk
13329,31,2,789.0,United Kingdom,Domestic,3,Potential Loyalists
13330,92,3,1140.93,United Kingdom,Domestic,2,Loyal Customers
13332,13,1,350.9,United Kingdom,Domestic,3,Potential Loyalists
13334,81,3,3502.32,United Kingdom,Domestic,2,Loyal Customers
13336,76,1,795.12,United Kingdom,Domestic,0,At-Risk
13338,157,1,487.02,United Kingdom,Domestic,0,At-Risk
13339,200,1,860.12,United Kingdom,Domestic,0,At-Risk
13340,44,7,10736.48,United Kingdom,Domestic,1,VIP / Champions
13341,260,1,775.85,United Kingdom,Domestic,0,At-Risk
13343,177,1,353.43,United Kingdom,Domestic,0,At-Risk
13344,67,3,2511.69,United Kingdom,Domestic,2,Loyal Customers
13345,287,1,389.5,United Kingdom,Domestic,0,At-Risk
13347,69,1,341.36,United Kingdom,Domestic,0,At-Risk
13348,63,1,233.76,United Kingdom,Domestic,0,At-Risk
13349,10,1,247.32,United Kingdom,Domestic,3,Potential Loyalists
13350,15,2,979.12,United Kingdom,Domestic,3,Potential Loyalists
13351,65,1,373.94,United Kingdom,Domestic,0,At-Risk
13352,59,1,397.98,United Kingdom,Domestic,0,At-Risk
13354,70,1,743.53,United Kingdom,Domestic,0,At-Risk
13355,121,1,674.7,United Kingdom,Domestic,0,At-Risk
13356,79,1,768.24,United Kingdom,Domestic,0,At-Risk
13357,256,1,609.4,United Kingdom,Domestic,0,At-Risk
13358,268,1,439.03,United Kingdom,Domestic,0,At-Risk
13359,63,1,439.56,United Kingdom,Domestic,0,At-Risk
13362,8,4,3090.74,United Kingdom,Domestic,1,VIP / Champions
13363,17,2,992.5,United Kingdom,Domestic,3,Potential Loyalists
13364,70,1,134.95999999999998,United Kingdom,Domestic,0,At-Risk
13365,33,2,2225.37,United Kingdom,Domestic,2,Loyal Customers
13366,49,1,56.16,United Kingdom,Domestic,0,At-Risk
13368,256,2,623.4,United Kingdom,Domestic,0,At-Risk
13369,365,1,308.28000000000003,United Kingdom,Domestic,0,At-Risk
13370,371,1,754.87,United Kingdom,Domestic,0,At-Risk
13372,89,1,378.64,United Kingdom,Domestic,0,At-Risk
13373,60,3,3312.25,United Kingdom,Domestic,2,Loyal Customers
13375,88,1,778.65,United Kingdom,Domestic,0,At-Risk
13376,98,3,1019.76,United Kingdom,Domestic,2,Loyal Customers
13379,25,3,572.56,United Kingdom,Domestic,3,Potential Loyalists
13381,31,6,3639.31,United Kingdom,Domestic,2,Loyal Customers
13382,280,1,222.99,United Kingdom,Domestic,0,At-Risk
13384,30,7,4151.93,United Kingdom,Domestic,2,Loyal Customers
13385,329,1,534.57,United Kingdom,Domestic,0,At-Risk
13388,130,2,677.1,United Kingdom,Domestic,0,At-Risk
13389,10,3,797.96,United Kingdom,Domestic,3,Potential Loyalists
13390,74,1,544.08,United Kingdom,Domestic,0,At-Risk
13391,203,1,59.8,United Kingdom,Domestic,0,At-Risk
13394,1,8,2520.02,United Kingdom,Domestic,1,VIP / Champions
13395,184,1,307.72,United Kingdom,Domestic,0,At-Risk
13396,28,2,1360.99,United Kingdom,Domestic,2,Loyal Customers
13397,72,5,1544.13,United Kingdom,Domestic,2,Loyal Customers
13398,191,1,457.34,United Kingdom,Domestic,0,At-Risk
13402,126,2,621.23,United Kingdom,Domestic,0,At-Risk
