,CustomerID,Recency,Frequency,Monetary,Country,Customer_Region,Cluster
403,12849,30,2,1010.29,United Kingdom,Domestic,1
404,12851,96,1,131.81,United Kingdom,Domestic,3
405,12852,294,1,311.55,United Kingdom,Domestic,3
406,12853,134,6,1957.1,United Kingdom,Domestic,1
407,12854,78,3,1316.25,United Kingdom,Domestic,1
408,12855,372,1,38.1,United Kingdom,Domestic,3
409,12856,7,6,2170.78,United Kingdom,Domestic,2
410,12857,210,2,1106.4,United Kingdom,Domestic,3
411,12863,51,1,521.2,United Kingdom,Domestic,3
412,12864,137,1,147.12,United Kingdom,Domestic,3
413,12865,25,2,1568.23,Austria,International,1
414,12866,282,1,559.12,Belgium,International,3
415,12867,25,7,4009.34,United Kingdom,Domestic,2
416,12868,185,6,1607.0600000000002,United Kingdom,Domestic,1
417,12871,83,2,380.64,United Kingdom,Domestic,3
418,12872,326,2,599.97,United Kingdom,Domestic,3
419,12873,281,1,374.0,United Kingdom,Domestic,3
420,12875,142,2,343.2300000000001,United Kingdom,Domestic,3
421,12876,57,2,2218.02,Belgium,International,1
422,12877,3,12,1535.77,United Kingdom,Domestic,2
423,12878,235,2,854.99,United Kingdom,Domestic,3
424,12879,44,3,573.22,United Kingdom,Domestic,1
425,12881,275,1,298.0,United Kingdom,Domestic,3
426,12882,8,2,1463.04,United Kingdom,Domestic,0
427,12883,24,4,703.47,United Kingdom,Domestic,1
428,12884,87,1,309.05,United Kingdom,Domestic,3
429,12885,62,3,1175.22,United Kingdom,Domestic,1
430,12886,67,2,1378.4,United Kingdom,Domestic,1
431,12888,213,2,354.12,United Kingdom,Domestic,3
432,12890,23,1,376.72,United Kingdom,Domestic,0
433,12891,185,3,331.0,United Kingdom,Domestic,3
434,12893,30,1,176.55,United Kingdom,Domestic,0
435,12895,41,2,372.8,United Kingdom,Domestic,0
436,12897,204,2,216.5,United Kingdom,Domestic,3
437,12901,8,28,17654.54,United Kingdom,Domestic,2
438,12902,264,1,138.68,United Kingdom,Domestic,3
439,12904,17,2,496.06,United Kingdom,Domestic,0
440,12906,11,5,2919.81,United Kingdom,Domestic,2
441,12908,175,2,750.0,United Kingdom,Domestic,3
442,12909,39,5,2178.67,United Kingdom,Domestic,1
443,12910,22,8,3075.04,United Kingdom,Domestic,2
444,12912,2,5,1662.3,United Kingdom,Domestic,2
445,12913,4,5,2483.63,United Kingdom,Domestic,2
446,12915,148,2,363.65,United Kingdom,Domestic,3
447,12916,138,4,2944.95,United Kingdom,Domestic,1
448,12917,127,1,594.0,United Kingdom,Domestic,3
449,12919,7,6,1335.19,United Kingdom,Domestic,2
450,12920,16,1,162.78,United Kingdom,Domestic,0
451,12921,8,37,16587.09,United Kingdom,Domestic,2
452,12922,160,1,405.38,United Kingdom,Domestic,3
453,12923,63,1,172.82,United Kingdom,Domestic,3
454,12924,87,4,933.7,United Kingdom,Domestic,1
455,12925,4,2,694.05,United Kingdom,Domestic,0
456,12928,34,5,2062.7000000000003,United Kingdom,Domestic,1
457,12929,311,1,117.85,United Kingdom,Domestic,3
458,12930,77,2,415.8,United Kingdom,Domestic,3
459,12931,21,15,42055.96,United Kingdom,Domestic,2
460,12933,23,3,607.53,United Kingdom,Domestic,0
461,12935,1,7,2160.7,United Kingdom,Domestic,2
462,12936,16,4,1063.9,United Kingdom,Domestic,1
463,12937,14,4,1504.27,United Kingdom,Domestic,1
464,12938,25,1,114.14,United Kingdom,Domestic,0
465,12939,63,8,11581.8,United Kingdom,Domestic,2
466,12940,54,2,899.69,United Kingdom,Domestic,1
467,12942,130,3,675.6,United Kingdom,Domestic,1
468,12944,35,2,604.51,United Kingdom,Domestic,0
469,12945,287,1,462.95,United Kingdom,Domestic,3
470,12947,143,6,1603.99,United Kingdom,Domestic,1
471,12948,15,7,2064.95,United Kingdom,Domestic,2
472,12949,30,8,4167.22,United Kingdom,Domestic,2
473,12950,1,3,1843.0,United Kingdom,Domestic,0
474,12951,8,6,1064.07,United Kingdom,Domestic,1
475,12952,5,4,1387.79,United Kingdom,Domestic,0
476,12953,9,1,329.85,United Kingdom,Domestic,0
477,12955,0,11,4757.16,United Kingdom,Domestic,2
478,12956,305,1,108.07,United Kingdom,Domestic,3
479,12957,9,8,4017.54,United Kingdom,Domestic,2
480,12962,6,2,266.39,United Kingdom,Domestic,0
481,12963,7,8,1856.63,United Kingdom,Domestic,2
482,12965,88,1,769.8100000000001,United Kingdom,Domestic,3
483,12966,9,1,160.18,United Kingdom,Domestic,0
484,12967,357,2,1660.9,United Kingdom,Domestic,1
485,12968,111,1,135.95,United Kingdom,Domestic,3
486,12970,6,4,405.47,United Kingdom,Domestic,0
487,12971,3,86,11189.91,United Kingdom,Domestic,2
488,12974,197,1,144.8,United Kingdom,Domestic,3
489,12976,211,1,738.6,United Kingdom,Domestic,3
490,12977,155,1,39.24,United Kingdom,Domestic,3
491,12980,157,9,7374.900000000001,United Kingdom,Domestic,1
492,12981,29,2,372.22,United Kingdom,Domestic,0
493,12982,242,1,390.54,United Kingdom,Domestic,3
494,12984,18,1,97.5,United Kingdom,Domestic,0
495,12985,0,2,1239.38,United Kingdom,Domestic,0
496,12987,73,2,558.7,United Kingdom,Domestic,3
497,12988,291,1,505.82,United Kingdom,Domestic,3
498,12989,2,15,6924.110000000001,United Kingdom,Domestic,2
499,12990,30,3,409.5,United Kingdom,Domestic,0
500,12991,22,2,503.76,United Kingdom,Domestic,0
501,12993,22,4,414.76,United Kingdom,Domestic,0
502,12994,3,3,974.42,United Kingdom,Domestic,0
503,12995,84,1,211.32,United Kingdom,Domestic,3
504,12997,21,4,1226.89,United Kingdom,Domestic,1
505,12999,195,3,455.88,United Kingdom,Domestic,3
506,13000,106,3,534.85,United Kingdom,Domestic,1
507,13001,3,13,9785.97,United Kingdom,Domestic,2
508,13002,317,1,120.95,United Kingdom,Domestic,3
509,13003,105,3,149.05,United Kingdom,Domestic,3
510,13004,11,18,5655.91,United Kingdom,Domestic,2
511,13005,173,2,513.7,United Kingdom,Domestic,3
512,13006,55,1,81.57,United Kingdom,Domestic,3
513,13008,322,1,229.47,United Kingdom,Domestic,3
514,13011,371,1,50.55,United Kingdom,Domestic,3
515,13012,8,8,1646.84,United Kingdom,Domestic,2
516,13013,0,13,4810.9400000000005,United Kingdom,Domestic,2
517,13014,10,10,3466.28,United Kingdom,Domestic,2
518,13015,52,5,3339.64,United Kingdom,Domestic,1
519,13016,72,3,789.89,United Kingdom,Domestic,1
520,13017,6,1,204.0,United Kingdom,Domestic,0
521,13018,15,28,7277.7,United Kingdom,Domestic,2
522,13021,3,9,2616.38,United Kingdom,Domestic,2
523,13023,63,2,689.9,United Kingdom,Domestic,1
524,13026,0,5,975.36,United Kingdom,Domestic,2
525,13027,113,6,6912.0,United Kingdom,Domestic,1
526,13028,22,2,661.3199999999999,United Kingdom,Domestic,0
527,13029,30,3,1247.5,United Kingdom,Domestic,1
528,13030,10,2,752.4399999999999,United Kingdom,Domestic,0
529,13032,51,2,1010.18,United Kingdom,Domestic,1
530,13033,356,1,190.55,United Kingdom,Domestic,3
531,13034,54,2,642.77,United Kingdom,Domestic,1
532,13035,73,2,921.88,United Kingdom,Domestic,1
533,13037,137,3,881.07,United Kingdom,Domestic,1
534,13038,79,3,908.46,United Kingdom,Domestic,1
535,13040,8,2,676.99,United Kingdom,Domestic,0
536,13043,272,1,516.42,United Kingdom,Domestic,3
537,13044,290,1,560.47,United Kingdom,Domestic,3
538,13045,98,1,305.28000000000003,United Kingdom,Domestic,3
539,13046,30,2,629.31,United Kingdom,Domestic,0
540,13047,31,10,3237.54,United Kingdom,Domestic,2
541,13048,13,4,1819.41,United Kingdom,Domestic,1
542,13049,63,2,656.6800000000001,United Kingdom,Domestic,1
543,13050,14,17,5836.86,United Kingdom,Domestic,2
544,13052,211,1,348.15000000000003,United Kingdom,Domestic,3
545,13055,77,3,1214.41,United Kingdom,Domestic,1
546,13058,24,3,271.40000000000003,United Kingdom,Domestic,0
547,13059,249,1,183.4,United Kingdom,Domestic,3
548,13060,253,1,307.53,United Kingdom,Domestic,3
549,13061,71,1,248.61,United Kingdom,Domestic,3
550,13062,190,1,346.98,United Kingdom,Domestic,3
551,13064,12,4,1105.59,United Kingdom,Domestic,1
552,13065,372,1,205.86,United Kingdom,Domestic,3
553,13066,23,2,470.8,United Kingdom,Domestic,0
554,13067,81,1,115.46,United Kingdom,Domestic,3
555,13068,9,2,344.0,United Kingdom,Domestic,0
556,13069,0,24,4431.44,United Kingdom,Domestic,2
557,13070,191,1,228.8,United Kingdom,Domestic,3
558,13072,266,1,177.15,United Kingdom,Domestic,3
559,13075,129,1,919.61,United Kingdom,Domestic,3
560,13077,0,4,728.02,United Kingdom,Domestic,0
561,13078,2,26,12627.94,United Kingdom,Domestic,2
562,13079,3,5,220.1,United Kingdom,Domestic,0
563,13080,178,1,58.08,United Kingdom,Domestic,3
564,13081,11,11,28337.38,United Kingdom,Domestic,2
565,13082,125,9,3613.63,United Kingdom,Domestic,1
566,13083,3,2,303.75,United Kingdom,Domestic,0
567,13085,157,2,416.08,United Kingdom,Domestic,3
568,13089,2,97,58762.08,United Kingdom,Domestic,2
569,13090,8,14,8910.82,United Kingdom,Domestic,2
570,13091,27,1,345.82,United Kingdom,Domestic,0
571,13092,70,5,477.83,United Kingdom,Domestic,1
572,13093,275,8,7832.47,United Kingdom,Domestic,1
573,13094,20,12,1927.32,United Kingdom,Domestic,2
574,13095,70,1,74.39999999999999,United Kingdom,Domestic,3
575,13097,32,10,6003.22,United Kingdom,Domestic,2
576,13098,0,28,28882.44,United Kingdom,Domestic,2
577,13099,98,1,207.36,United Kingdom,Domestic,3
578,13101,233,1,101.19,United Kingdom,Domestic,3
579,13102,0,24,6424.09,United Kingdom,Domestic,2
580,13103,39,1,243.94,United Kingdom,Domestic,3
581,13104,2,6,1098.48,United Kingdom,Domestic,2
582,13106,132,1,76.5,United Kingdom,Domestic,3
583,13107,43,4,1531.62,United Kingdom,Domestic,1
584,13108,372,1,350.06,United Kingdom,Domestic,3
